path,module,type,imported_by,endpoint_or_agent_using_it,evidence_file,decision,owner,deadline
src/orchestration/runner.py,src.orchestration.runner,runtime_active,src.api.workflow_routes;src.orchestration.__init__;src.orchestration.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/orchestration/service.py,src.orchestration.service,runtime_active,src.api.product_routes;src.api.workflow_routes;src.services.product.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/orchestration/state.py,src.orchestration.state,runtime_active,src.orchestration.__init__;src.orchestration.graph;src.orchestration.node_impl;src.orchestration.nodes;src.orchestration.result_adapter;src.orchestration.runner;src.orchestration.service;src.repositories.workflow,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/pipeline/__init__.py,src.pipeline.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/pipeline/run_pipeline.py,src.pipeline.run_pipeline,runtime_active,src.briefing.action_brief;src.pipeline.__init__;src.services.product.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/playbook/__init__.py,src.playbook.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/playbook/loader.py,src.playbook.loader,runtime_active,src.services.product.activation_service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/playbook/schemas.py,src.playbook.schemas,runtime_active,src.playbook.loader;src.services.product.activation_service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/__init__.py,src.quality.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/quality/constants.py,src.quality.constants,runtime_active,src.api.product_routes;src.orchestration.node_impl;src.quality.decision_calibration_registry;src.quality.evaluators.dossier_completeness;src.quality.evaluators.rag_quality;src.quality.service;src.services.product.opportunity_service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/decision_calibration_registry.py,src.quality.decision_calibration_registry,runtime_active,src.agents.nvidia_rag_agent;src.diagnosis.gap_diagnosis_scoring;src.evaluation.gap_diagnosis_baseline;src.evaluation.recommendation_baseline;src.evaluation.source_evidence_baseline;src.evaluation.startup_scoring_calibration;src.governance.artifacts;src.orchestration.node_impl;src.quality.__init__;src.rag.ingestion_pipeline;src.rag.rag_service_factory;src.recommendation.nvidia_technology_mapping;src.recommendation.recommendation_engine;src.scoring.evidence_confidence;src.scoring.source_quality;src.scoring.startup_scoring;src.scraping.http_collector;src.scraping.source_registry,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/evaluators/__init__.py,src.quality.evaluators.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/quality/evaluators/activation_playbook.py,src.quality.evaluators.activation_playbook,runtime_active,src.quality.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/evaluators/base.py,src.quality.evaluators.base,runtime_active,src.quality.evaluators.activation_playbook;src.quality.evaluators.degraded_state;src.quality.evaluators.dossier_completeness;src.quality.evaluators.evidence_coverage;src.quality.evaluators.export_readiness;src.quality.evaluators.recommendation_actionability;src.quality.evaluators.review_readiness;src.quality.evaluators.structured_output_reliability,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/evaluators/degraded_state.py,src.quality.evaluators.degraded_state,runtime_active,src.quality.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/evaluators/dossier_completeness.py,src.quality.evaluators.dossier_completeness,runtime_active,src.quality.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/evaluators/evidence_coverage.py,src.quality.evaluators.evidence_coverage,runtime_active,src.quality.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/evaluators/export_readiness.py,src.quality.evaluators.export_readiness,runtime_active,src.quality.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/evaluators/rag_quality.py,src.quality.evaluators.rag_quality,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_for_eval_or_calibration,product,before_GO
src/quality/evaluators/recommendation_actionability.py,src.quality.evaluators.recommendation_actionability,runtime_active,src.quality.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/evaluators/review_readiness.py,src.quality.evaluators.review_readiness,runtime_active,src.quality.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/evaluators/structured_output_reliability.py,src.quality.evaluators.structured_output_reliability,runtime_active,src.quality.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/repository.py,src.quality.repository,runtime_active,src.api.product_routes;src.quality.service,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quality/service.py,src.quality.service,runtime_active,src.api.product_routes;src.orchestration.node_impl,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/quantitative/__init__.py,src.quantitative.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/quantitative/params.py,src.quantitative.params,runtime_active,src.discovery.signals;src.extraction.schemas;src.quality.decision_calibration_registry;src.quality.evaluators.activation_playbook;src.quantitative.__init__;src.scraping.source_policy;src.services.product.activation_service;src.services.product.claim_ledger,,final_case_evidence/runtime_usage_inventory.csv,keep,product,before_GO
src/rag/__init__.py,src.rag.__init__,runtime_support,,,final_case_evidence/runtime_usage_inventory.csv,keep_package_marker,product,before_GO
src/rag/abstention_reason.py,src.rag.abstention_reason,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/abstention_refusal_policy.py,src.rag.abstention_refusal_policy,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/academic_source_pass.py,src.rag.academic_source_pass,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/acronym_resolver.py,src.rag.acronym_resolver,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/active_error_discovery.py,src.rag.active_error_discovery,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/active_retrieval.py,src.rag.active_retrieval,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/adaptive_number_of_retrieval_rounds.py,src.rag.adaptive_number_of_retrieval_rounds,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/adaptive_rag.py,src.rag.adaptive_rag,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/agent_controlled_retrieval_depth.py,src.rag.agent_controlled_retrieval_depth,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/agent_failure_taxonomy.py,src.rag.agent_failure_taxonomy,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/agent_flow_dag.py,src.rag.agent_flow_dag,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/agent_loop_instability.py,src.rag.agent_loop_instability,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/agent_planning_capability_score.py,src.rag.agent_planning_capability_score,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/agent_recovery_evaluation.py,src.rag.agent_recovery_evaluation,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/agent_step_success_rate.py,src.rag.agent_step_success_rate,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/agent_trajectory_evaluation.py,src.rag.agent_trajectory_evaluation,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/agentic_benchmark_coverage_map.py,src.rag.agentic_benchmark_coverage_map,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
src/rag/agentic_benefit_classifier.py,src.rag.agentic_benefit_classifier,governance_only,,,final_case_evidence/runtime_usage_inventory.csv,keep_catalog_or_benchmark,product,before_GO
