yes_token,market_id,t,p
76259649122453061705337281599154338919732329508586858056504569811939186829612,507895,1740787205,0.0015
30815807067456631524510535002617106205417832891402132396713720656146245200000,558946,1782691206,0.0135
30815807067456631524510535002617106205417832891402132396713720656146245200000,558946,1782777607,0.0135
30815807067456631524510535002617106205417832891402132396713720656146245200000,558946,1782864007,0.0115
5031084282167950494806674428243037744881029417420880897305642929037077494331,572473,1771545630,0.0355
5031084282167950494806674428243037744881029417420880897305642929037077494331,572473,1771632023,0.0415
5031084282167950494806674428243037744881029417420880897305642929037077494331,572473,1771718423,0.0335
54892341795653479805388020158684786934714678926304197461400878299451904269209,503314,1731888003,0.0035
54892341795653479805388020158684786934714678926304197461400878299451904269209,503314,1731974403,0.0035
54892341795653479805388020158684786934714678926304197461400878299451904269209,503314,1732060803,0.0035
42699080635179861375280720242213672850141860123562672932351602811041149946128,253706,1730246403,0.4185
42699080635179861375280720242213672850141860123562672932351602811041149946128,253706,1730332803,0.3875
42699080635179861375280720242213672850141860123562672932351602811041149946128,253706,1730419203,0.373
24635636911615866092589652362670811323984202357282728474473612545495782013438,507276,1736467204,0.695
24635636911615866092589652362670811323984202357282728474473612545495782013438,507276,1736553604,0.71
24635636911615866092589652362670811323984202357282728474473612545495782013438,507276,1736640004,0.695
58440649209461200280350668047868558605555236750105361041671089512720702235189,503327,1732579204,0.0035
58440649209461200280350668047868558605555236750105361041671089512720702235189,503327,1732665603,0.0035
58440649209461200280350668047868558605555236750105361041671089512720702235189,503327,1732752003,0.0035
61595193871140044336898809781418183952441527621084596848414908595268863899573,558970,1782086411,0.0005
61595193871140044336898809781418183952441527621084596848414908595268863899573,558970,1782172812,0.0005
61595193871140044336898809781418183952441527621084596848414908595268863899573,558970,1782259210,0.0015
25436247939029572982277188919226292094124958162220886464449785995391293568622,507859,1741737605,0.0015
25436247939029572982277188919226292094124958162220886464449785995391293568622,507859,1741824006,0.0015
25436247939029572982277188919226292094124958162220886464449785995391293568622,507859,1741910405,0.0005
74706296939809671893768905246606398708802232875822379413753245164957842209130,253641,1729814403,0.0005
74706296939809671893768905246606398708802232875822379413753245164957842209130,253641,1729900803,0.0005
74706296939809671893768905246606398708802232875822379413753245164957842209130,253641,1729987203,0.0005
37221056259325429041732308291782104664756441972369963169173383951407900144525,503304,1732665603,0.0035
37221056259325429041732308291782104664756441972369963169173383951407900144525,503304,1732752003,0.0035
37221056259325429041732308291782104664756441972369963169173383951407900144525,503304,1732838404,0.0035
13178519333823993662934968430857776162550570445253471722003513716922201689105,529278,1760313610,0.0005
13178519333823993662934968430857776162550570445253471722003513716922201689105,529278,1760400014,0.0005
13178519333823993662934968430857776162550570445253471722003513716922201689105,529278,1760486413,0.0005
58374167250364215964582274356498746399676421878376948523944979542572589542202,558966,1781740828,0.0055
58374167250364215964582274356498746399676421878376948523944979542572589542202,558966,1781827227,0.0045
58374167250364215964582274356498746399676421878376948523944979542572589542202,558966,1781913608,0.0045
115556263888245616435851357148058235707004733438163639091106356867234218207169,558935,1783123212,0.0775
115556263888245616435851357148058235707004733438163639091106356867234218207169,558935,1783209611,0.0685
115556263888245616435851357148058235707004733438163639091106356867234218207169,558935,1783296005,0.0835
106593539437032467615148553707998472829334050617128244920821917025746481184109,558976,1782000006,0.0065
106593539437032467615148553707998472829334050617128244920821917025746481184109,558976,1782086405,0.0045
106593539437032467615148553707998472829334050617128244920821917025746481184109,558976,1782172804,0.0045
45415751658241142530386585138386640503488308219341470020075667342738719018629,558940,1782345612,0.0785
45415751658241142530386585138386640503488308219341470020075667342738719018629,558940,1782432007,0.0805
45415751658241142530386585138386640503488308219341470020075667342738719018629,558940,1782518407,0.0765
50359548234039960292196003199462920229740483405247698708858122753748162136710,507242,1732320004,0.0005
50359548234039960292196003199462920229740483405247698708858122753748162136710,507242,1732406403,0.001
50359548234039960292196003199462920229740483405247698708858122753748162136710,507242,1732492803,0.0005
1579051818984095727673421497419190670041974399782372017404834102770355812245,503320,1731801603,0.0035
1579051818984095727673421497419190670041974399782372017404834102770355812245,503320,1731888003,0.0035
1579051818984095727673421497419190670041974399782372017404834102770355812245,503320,1731974403,0.0035
19083349462791593334532840548890602187185739923311385087650426802477691161360,253593,1729814403,0.0005
19083349462791593334532840548890602187185739923311385087650426802477691161360,253593,1729900803,0.0005
19083349462791593334532840548890602187185739923311385087650426802477691161360,253593,1729987203,0.0005
80724786407275266937534613008558715581084712230616856739273522348302669402554,558961,1781568010,0.0035
80724786407275266937534613008558715581084712230616856739273522348302669402554,558961,1781654408,0.0035
80724786407275266937534613008558715581084712230616856739273522348302669402554,558961,1781740821,0.0035
93165696161088512376930999170413968261015485018106746563527821398897374023845,558956,1782172807,0.0015
93165696161088512376930999170413968261015485018106746563527821398897374023845,558956,1782259207,0.0015
93165696161088512376930999170413968261015485018106746563527821398897374023845,558956,1782345609,0.0015
112838095111461683880944516726938163688341306245473734071798778736646352193304,601699,1768521628,0.9475
112838095111461683880944516726938163688341306245473734071798778736646352193304,601699,1768608025,0.9525
112838095111461683880944516726938163688341306245473734071798778736646352193304,601699,1768694439,0.9555
98803390175521456712653678280474920637934596234667490983228578374641217211132,558947,1782432009,0.0155
98803390175521456712653678280474920637934596234667490983228578374641217211132,558947,1782518409,0.0145
98803390175521456712653678280474920637934596234667490983228578374641217211132,558947,1782604809,0.0195
68651215661669695672235506829747686724194100790999648420763714425224567728520,1484949,1774310429,0.0135
68651215661669695672235506829747686724194100790999648420763714425224567728520,1484949,1774396830,0.0095
68651215661669695672235506829747686724194100790999648420763714425224567728520,1484949,1774483233,0.0075
99303605181956827630838461879484468077121754034387765735989859308848389894408,558952,1782086412,0.0035
99303605181956827630838461879484468077121754034387765735989859308848389894408,558952,1782172816,0.0035
99303605181956827630838461879484468077121754034387765735989859308848389894408,558952,1782259212,0.0035
60156625646569576964584621291475860303247825215466310280401996727843189574431,553813,1760832008,0.0025
60156625646569576964584621291475860303247825215466310280401996727843189574431,553813,1760918408,0.0025
60156625646569576964584621291475860303247825215466310280401996727843189574431,553813,1761004817,0.0025
26236892725262807235372062505277176822581817393263948638256147417812762302719,506742,1743465605,0.0045
26236892725262807235372062505277176822581817393263948638256147417812762302719,506742,1743552006,0.0045
26236892725262807235372062505277176822581817393263948638256147417812762302719,506742,1743638405,0.0025
92703761682322480664976766247614127878023988651992837287050266308961660624165,601698,1768521623,0.049
92703761682322480664976766247614127878023988651992837287050266308961660624165,601698,1768608020,0.0435
92703761682322480664976766247614127878023988651992837287050266308961660624165,601698,1768694429,0.0385
39971087496427056640429359043364261029374524049464674733142166279730655826181,558955,1781827221,0.0045
39971087496427056640429359043364261029374524049464674733142166279730655826181,558955,1781913604,0.0045
39971087496427056640429359043364261029374524049464674733142166279730655826181,558955,1782000006,0.0035
87403333427856945144645806003352057704193778078820484282942507058200689996202,558981,1781827225,0.0015
87403333427856945144645806003352057704193778078820484282942507058200689996202,558981,1781913608,0.0015
87403333427856945144645806003352057704193778078820484282942507058200689996202,558981,1782000010,0.0015
19159976531313550247579355752030367100657092033093647047491459813592996250034,558949,1781654408,0.0165
19159976531313550247579355752030367100657092033093647047491459813592996250034,558949,1781740821,0.0165
19159976531313550247579355752030367100657092033093647047491459813592996250034,558949,1781827221,0.0165
79316691944049488812500733050438507204613781002222375264046442941003895009475,253610,1729814403,0.0005
79316691944049488812500733050438507204613781002222375264046442941003895009475,253610,1729900803,0.0005
79316691944049488812500733050438507204613781002222375264046442941003895009475,253610,1729987203,0.0005
87856116025836548805521972902914933594725243769326425250809353505894606641631,504873,1729728003,0.0005
87856116025836548805521972902914933594725243769326425250809353505894606641631,504873,1729814403,0.0005
87856116025836548805521972902914933594725243769326425250809353505894606641631,504873,1729900803,0.0005
4734042497442858120220579084209162734274921804273685518501720660121256784098,566189,1773014435,0.0005
4734042497442858120220579084209162734274921804273685518501720660121256784098,566189,1773100843,0.0005
4734042497442858120220579084209162734274921804273685518501720660121256784098,566189,1773187247,0.0015
97631444429136963410558776454705646247419477447963422218240880878426855760467,797327,1765497615,0.545
97631444429136963410558776454705646247419477447963422218240880878426855760467,797327,1765584017,0.645
97631444429136963410558776454705646247419477447963422218240880878426855760467,797327,1765670418,0.645
58392024727359233794992635293106675983094683080284912908526627785964160484939,558969,1782000012,0.0005
58392024727359233794992635293106675983094683080284912908526627785964160484939,558969,1782086411,0.0005
58392024727359233794992635293106675983094683080284912908526627785964160484939,558969,1782172813,0.0005
110790003121442365126855864076707686014650523258783405996925622264696084778807,1198423,1771200027,0.135
110790003121442365126855864076707686014650523258783405996925622264696084778807,1198423,1771286418,0.185
110790003121442365126855864076707686014650523258783405996925622264696084778807,1198423,1771372818,0.185
70563299267515386481251787764905458483722161674933642786238649081287869119194,2446852,1782604810,0.65
70563299267515386481251787764905458483722161674933642786238649081287869119194,2446852,1782691210,0.645
70563299267515386481251787764905458483722161674933642786238649081287869119194,2446852,1782777611,0.655
43907673646206657865778036957293730446366626078011238443367990170655175896145,558967,1782086409,0.0005
43907673646206657865778036957293730446366626078011238443367990170655175896145,558967,1782172808,0.0015
43907673646206657865778036957293730446366626078011238443367990170655175896145,558967,1782259209,0.0015
43661509251351142169227141691164122649250455115438867334436875294380701133091,558958,1782000012,0.0025
43661509251351142169227141691164122649250455115438867334436875294380701133091,558958,1782086411,0.0025
43661509251351142169227141691164122649250455115438867334436875294380701133091,558958,1782172813,0.0025
20832933656054158835732321660966223238114947766668813575333655613524039271955,506743,1736726404,0.0015
20832933656054158835732321660966223238114947766668813575333655613524039271955,506743,1736812803,0.0025
20832933656054158835732321660966223238114947766668813575333655613524039271955,506743,1736899203,0.002
106153378961102532315642223211322829491902773315904192835321056658787574388535,534189,1747872007,0.915
106153378961102532315642223211322829491902773315904192835321056658787574388535,534189,1747958407,0.925
106153378961102532315642223211322829491902773315904192835321056658787574388535,534189,1748044807,0.9075
72094069823942324362885404801938332659316240217382754851102758232469673300092,1919425,1779235208,0.105
72094069823942324362885404801938332659316240217382754851102758232469673300092,1919425,1779321605,0.215
72094069823942324362885404801938332659316240217382754851102758232469673300092,1919425,1779408009,0.185
62938043365772447095885755955446362343142416536419862840923032141775380249586,654413,1772755232,0.0065
62938043365772447095885755955446362343142416536419862840923032141775380249586,654413,1772841636,0.014
62938043365772447095885755955446362343142416536419862840923032141775380249586,654413,1772928031,0.011
71756442590660491673156664734013342965864122310221063879432941094895719980340,507873,1744848006,0.0005
71756442590660491673156664734013342965864122310221063879432941094895719980340,507873,1744934404,0.0005
71756442590660491673156664734013342965864122310221063879432941094895719980340,507873,1745020806,0.0005
88168215299416146215691671077998911754346458567817860712850392736799004561327,558975,1782000010,0.0035
88168215299416146215691671077998911754346458567817860712850392736799004561327,558975,1782086409,0.0035
88168215299416146215691671077998911754346458567817860712850392736799004561327,558975,1782172808,0.0025
38626294313509935541386699081410949237349566230461651187135121754117545664676,507300,1747699206,0.412
38626294313509935541386699081410949237349566230461651187135121754117545664676,507300,1747785606,0.411
38626294313509935541386699081410949237349566230461651187135121754117545664676,507300,1747872007,0.414
27576533317283401577758999384642760405921738493660383550832555714312627457443,558937,1782259210,0.0525
27576533317283401577758999384642760405921738493660383550832555714312627457443,558937,1782345618,0.0575
27576533317283401577758999384642760405921738493660383550832555714312627457443,558937,1782432009,0.0565
76281740581554871499625003009408244592747070827294693281849801034738430468659,519075,1746576005,0.0005
76281740581554871499625003009408244592747070827294693281849801034738430468659,519075,1746662406,0.0005
76281740581554871499625003009408244592747070827294693281849801034738430468659,519075,1746748807,0.0005
81739002353269632749850710185641576213562066971072676369728657545679630163887,558939,1781740823,0.0565
81739002353269632749850710185641576213562066971072676369728657545679630163887,558939,1781827224,0.0585
81739002353269632749850710185641576213562066971072676369728657545679630163887,558939,1781913607,0.0605
68403617023928319391393106546921684553483543294700440401405462140878184745736,812010,1766534410,0.5
68403617023928319391393106546921684553483543294700440401405462140878184745736,812010,1766620820,0.58
68403617023928319391393106546921684553483543294700440401405462140878184745736,812010,1766707209,0.63
32169302633723235235251659810064817019484855501133685217130365128535248672349,558965,1781913604,0.0055
32169302633723235235251659810064817019484855501133685217130365128535248672349,558965,1782000006,0.0055
32169302633723235235251659810064817019484855501133685217130365128535248672349,558965,1782086405,0.0055
114304586861386186441621124384163963092522056897081085884483958561365015034812,551963,1766188812,0.008
114304586861386186441621124384163963092522056897081085884483958561365015034812,551963,1766275212,0.0045
114304586861386186441621124384163963092522056897081085884483958561365015034812,551963,1766361612,0.0055
97239126062673310243763617236644392945530356142765650402171508075574679292913,558944,1781481603,0.0085
97239126062673310243763617236644392945530356142765650402171508075574679292913,558944,1781568006,0.0095
97239126062673310243763617236644392945530356142765650402171508075574679292913,558944,1781654405,0.0065
55935183786009449883683540312350046975246300613283087403691731856990327029236,558941,1781740828,0.0395
55935183786009449883683540312350046975246300613283087403691731856990327029236,558941,1781827227,0.0395
55935183786009449883683540312350046975246300613283087403691731856990327029236,558941,1781913608,0.0395
41004484905556820430171783088292854654441952667499527125436634397522798168110,558980,1781827227,0.0055
41004484905556820430171783088292854654441952667499527125436634397522798168110,558980,1781913608,0.0045
41004484905556820430171783088292854654441952667499527125436634397522798168110,558980,1782000012,0.0025
63586620628756015058616403521099137018911742768824051367331188904593189743777,669662,1776816009,0.9935
63586620628756015058616403521099137018911742768824051367331188904593189743777,669662,1776902413,0.9935
63586620628756015058616403521099137018911742768824051367331188904593189743777,669662,1776988823,0.9945
104468264438118085465761163263611745362235161579898771567536629365715258090512,502571,1728172802,0.315
104468264438118085465761163263611745362235161579898771567536629365715258090512,502571,1728259202,0.315
104468264438118085465761163263611745362235161579898771567536629365715258090512,502571,1728345602,0.43
9556122149160720922715284597610520228366807023831966638741974320131898296289,669663,1776556851,0.0025
9556122149160720922715284597610520228366807023831966638741974320131898296289,669663,1776643256,0.0025
9556122149160720922715284597610520228366807023831966638741974320131898296289,669663,1776729657,0.0025
31300399306949971768449961247118568299701374047026733785221770769092315493347,503329,1732060803,0.0035
31300399306949971768449961247118568299701374047026733785221770769092315493347,503329,1732147203,0.0035
31300399306949971768449961247118568299701374047026733785221770769092315493347,503329,1732233603,0.0035
42750054381142639205639663180818682570869285140532640407891991570656047928885,1162940,1774310434,0.205
42750054381142639205639663180818682570869285140532640407891991570656047928885,1162940,1774396845,0.165
42750054381142639205639663180818682570869285140532640407891991570656047928885,1162940,1774483249,0.185
