market_id,condition_id,slug,question,category,volume_num,yes_token,entry_ts,entry_yes_price,terminal_yes_price,side,gross_pnl_per_contract,net_pnl_per_contract,return_on_stake,hit,history_points,history_window_days
558934,0x7976b8dbacf9077eb1453a62bcefd6ab2df199acd28aad276ff0d920d6992892,will-spain-win-the-2026-fifa-world-cup-963,Will Spain win the 2026 FIFA World Cup?,,152168021.58979887,4394372887385518214471608448209527405727552777602031099972143344338178308080,1783468806,0.1855,1.0,BUY_NO,-0.8145,-0.8145,-1.0,False,13,14
538932,0xebddfcf7b4401dade8b4031770a1ab942b01854f3bed453d5df9425cd9f211a9,will-zohran-mamdani-win-the-2025-nyc-mayoral-election,Will Zohran Mamdani win the 2025 NYC mayoral election?,,143254859.334333,33945469250963963541781051637999677727672635213493648594066577298999471399137,1761264016,0.9265,1.0,BUY_YES,0.07350000000000001,0.07350000000000001,0.07933081489476526,True,13,14
558943,0xcdb1f0400949238a63d3e88243d2ada08cd9c2a71985ced9f0cfd5e66354cf90,will-usa-win-the-2026-fifa-world-cup-467,Will USA win the 2026 FIFA World Cup?,,142460221.86557126,94603648636330087039501304492699481091005420017442244191603206509188088089447,1782345618,0.0345,0.0,BUY_NO,0.0345,0.0345,0.035732780942516834,True,13,14
1795527,0xa93b28a6384aefff4e7d5adb2061c444e4a0e95b8ad17755f9cee123c7099b35,russia-x-ukraine-ceasefire-by-may-31-2026,"Russia x Ukraine ceasefire by May 31, 2026?",,141250712.68070313,79574854225464477884287524461980167393583915155475895540399834902850789709576,1777248011,0.0405,1.0,BUY_NO,-0.9595,-0.9595,-1.0,False,12,14
558945,0x5ccfe1b69a582d2985db08a8481a0d74c314b1fce9b4711ae2efb2c6467fe6aa,will-mexico-win-the-2026-fifa-world-cup-529,Will Mexico win the 2026 FIFA World Cup?,,137807960.8917842,22587775301869146748237913050505932485648958481571808324285560650057390882036,1782950413,0.0305,0.0,BUY_NO,0.0305,0.0305,0.031459515214027844,True,13,14
558951,0x7b52405ad0e0d31bfe970940b67d77f24ecedeab8a2361c11148c02a006e325c,will-norway-win-the-2026-fifa-world-cup-893,Will Norway win the 2026 FIFA World Cup?,,137345387.0652803,60447443643099453130956385288904175887233107411078568881602330835010340506057,1782777610,0.0215,0.0,BUY_NO,0.0215,0.0215,0.02197240674501788,True,13,14
507286,0xce0f82dc8bb789ffd3bc2928db80bbc539fa04dd223d6e15e2d81eabf8e279fe,will-aston-villa-win-the-uefa-champions-league,Will Aston Villa win the UEFA Champions League?,,133113813.382904,17148991929546304218678959738430213065524880357303658607403556776126482126118,1743724805,0.026,0.0,BUY_NO,0.026,0.026,0.026694045174537988,True,13,14
558974,0x3a26ca6425e2d98f14935670bc22cdb0744defc6f6d83c65f8c413a921c5c70c,will-switzerland-win-the-2026-fifa-world-cup,Will Switzerland win the 2026 FIFA World Cup?,,132837715.7947361,62131913648515148266463816694306031394539656598501514114816028349608560215534,1783468805,0.0215,0.0,BUY_NO,0.0215,0.0215,0.02197240674501788,True,13,14
558936,0x9b6fef249040fd17e9c107955b37ac2c3e923509b6b0ff01cc463a331ddeb894,will-france-win-the-2026-fifa-world-cup-924,Will France win the 2026 FIFA World Cup?,,132448346.86106883,108233603819467706476318984012158651931658302669301887462181073562758483842092,1783036808,0.3425,0.0,BUY_NO,0.3425,0.3425,0.5209125475285171,True,13,14
1180303,0xd4bbf7f6707c67beb736135ad32a41f6db41f8ae52d3ac4919650de9eeb94ed8,khamenei-out-as-supreme-leader-of-iran-by-february-28,Khamenei out as Supreme Leader of Iran by February 28?,,131114970.827221,39317885422026394259056328144566743331998444273202427934141325790266108570112,1771545629,0.0525,1.0,BUY_NO,-0.9475,-0.9475,-1.0,False,13,14
558946,0x32cfa52198e85e070d1b17d1b53c5c3a6aaae7736cdc33fa6aa04d353f0c2811,will-belgium-win-the-2026-fifa-world-cup-358,Will Belgium win the 2026 FIFA World Cup?,,129278677.369467,30815807067456631524510535002617106205417832891402132396713720656146245200000,1783468806,0.0245,0.0,BUY_NO,0.0245,0.0245,0.025115325474115838,True,13,14
572473,0x46d40e851b24d9b0af4bc1942ccd86439cae82a9011767da14950df0ad997adf,will-trump-nominate-judy-shelton-as-the-next-fed-chair,Will Trump nominate Judy Shelton as the next Fed chair?,,127684064.95211223,5031084282167950494806674428243037744881029417420880897305642929037077494331,1771545630,0.0355,0.0,BUY_NO,0.0355,0.0355,0.0368066355624676,True,13,14
253706,0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,Will Donald Trump win the popular vote in the 2024 Presidential Election?,,119932620.818624,42699080635179861375280720242213672850141860123562672932351602811041149946128,1730246403,0.4185,1.0,ABSTAIN,0.0,0.0,,,13,14
507276,0xef8cf8b45ef7e3a607a72b6e1d56bede869fdd81795b63db847de1090bf11c41,tiktok-banned-in-the-us-before-may-2025,TikTok banned in the US before May 2025?,,119653357.735965,24635636911615866092589652362670811323984202357282728474473612545495782013438,1736467204,0.695,1.0,BUY_YES,0.30500000000000005,0.30500000000000005,0.43884892086330946,True,13,14
558935,0x375409bc5eeeff961e82b479caeccc20f33d15738e5bce1186d628aa3d9dfb1f,will-england-win-the-2026-fifa-world-cup-937,Will England win the 2026 FIFA World Cup?,,110162254.18757918,115556263888245616435851357148058235707004733438163639091106356867234218207169,1783123212,0.0775,0.0,BUY_NO,0.0775,0.0775,0.08401084010840108,True,13,14
558940,0x4f3421fb2daf5cca7430ed8d8132463963081572d75434393a1808fdb8829fe8,will-portugal-win-the-2026-fifa-world-cup-912,Will Portugal win the 2026 FIFA World Cup?,,109092961.84747173,45415751658241142530386585138386640503488308219341470020075667342738719018629,1782345612,0.0785,0.0,BUY_NO,0.0785,0.0785,0.08518719479110147,True,13,14
601699,0xe93c89c41d1bb08d3bb40066d8565df301a696563b2542256e6e8bbbb1ec490d,no-change-in-fed-interest-rates-after-january-2026-meeting,No change in Fed interest rates after January 2026 meeting?,,106767096.072298,112838095111461683880944516726938163688341306245473734071798778736646352193304,1768521628,0.9475,1.0,BUY_YES,0.05249999999999999,0.05249999999999999,0.05540897097625329,True,13,14
558947,0xe99cc59f32b10d23acf196d1a0e8264ea30fca198428acadd3464b06ff60e771,will-colombia-win-the-2026-fifa-world-cup-734,Will Colombia win the 2026 FIFA World Cup?,,104668584.41449788,98803390175521456712653678280474920637934596234667490983228578374641217211132,1782691209,0.0265,0.0,BUY_NO,0.0265,0.0265,0.02722136620441705,True,13,14
601698,0x35cc41270f5cdfd59b45e68ab85dc51b0b900d286a6c74ea006b8572d9ff5934,fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,Fed decreases interest rates by 25 bps after January 2026 meeting?,,101211542.667667,92703761682322480664976766247614127878023988651992837287050266308961660624165,1768521623,0.049,0.0,BUY_NO,0.049,0.049,0.05152471083070453,True,13,14
558949,0x0189df05ed7bf84d799213b01a79571e305c03b2ac5359cfbb3a323448ba20fa,will-japan-win-the-2026-fifa-world-cup-112,Will Japan win the 2026 FIFA World Cup?,,95790683.29305987,19159976531313550247579355752030367100657092033093647047491459813592996250034,1782086405,0.0215,0.0,BUY_NO,0.0215,0.0215,0.02197240674501788,True,13,14
797327,0xac9c6628a5398bb2a06f566854270a9fbc7f2badec4329d3b5fdc1407291c35b,will-trump-release-the-epstein-files-by-december-19-771,Will Trump release the Epstein files by December 19?,,90915983.771306,97631444429136963410558776454705646247419477447963422218240880878426855760467,1765497615,0.545,1.0,ABSTAIN,0.0,0.0,,,14,14
1198423,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,"US strikes Iran by February 28, 2026?",,89652867.363489,110790003121442365126855864076707686014650523258783405996925622264696084778807,1771200027,0.135,1.0,BUY_NO,-0.865,-0.865,-1.0,False,13,14
2446852,0x86f5b0f1934bb39421651ad2ba0f04494700ba9e95663a5c141a8674c4978c15,will-ronaldo-cry-at-the-world-cup-20260604013616610,Will Ronaldo Cry at the World Cup?,,89210513.79233912,70563299267515386481251787764905458483722161674933642786238649081287869119194,1782604810,0.65,1.0,BUY_YES,0.35,0.35,0.5384615384615384,True,13,14
534189,0xa4f51ae09144ebedb1e4329a28597dcb25217be1050fb76b86335837943bf519,will-lee-jae-myung-be-elected-the-next-president-of-south-korea,Will Lee Jae-myung be elected the next president of South Korea?,,88035547.447225,106153378961102532315642223211322829491902773315904192835321056658787574388535,1747872007,0.915,1.0,BUY_YES,0.08499999999999996,0.08499999999999996,0.09289617486338794,True,13,14
1919425,0x0e4a0c937b8934c2475613b6322b3f8edc8dedc24762e01e42b0e6f87424a089,us-x-iran-permanent-peace-deal-by-may-31-2026-333-871-241-192-799-449-125,"US x Iran permanent peace deal by May 31, 2026?",,87888981.28583376,72094069823942324362885404801938332659316240217382754851102758232469673300092,1779235208,0.105,0.0,BUY_NO,0.105,0.105,0.11731843575418993,True,13,14
507300,0x7beceb04f7b1d4f0dde80b58c6f43c23b8ad54b21c693e172c974f480b46483c,will-inter-milan-win-the-uefa-champions-league,Will Inter Milan win the UEFA Champions League?,,82978657.0443518,38626294313509935541386699081410949237349566230461651187135121754117545664676,1747699206,0.412,0.0,ABSTAIN,0.0,0.0,,,13,14
558937,0x30d55d8124ee1e12dabe89201badc45669b81dff69e4ce44d961f32878ec178a,will-brazil-win-the-2026-fifa-world-cup-183,Will Brazil win the 2026 FIFA World Cup?,,81936874.65550427,27576533317283401577758999384642760405921738493660383550832555714312627457443,1782259210,0.0525,0.0,BUY_NO,0.0525,0.0525,0.055408970976253295,True,13,14
558939,0x1595b4818eeb1ea1e0bec5de6f057218e557feee9b405a0e930d290384fa1d16,will-germany-win-the-2026-fifa-world-cup-467,Will Germany win the 2026 FIFA World Cup?,,80873590.38103242,81739002353269632749850710185641576213562066971072676369728657545679630163887,1781740823,0.0565,0.0,BUY_NO,0.0565,0.0565,0.0598834128245893,True,13,14
812010,0x32707ae194389a70f25314ec934851daba12d893da616c492ffe8b655b7759a9,will-eleven-die-in-stranger-things-season-5,"Will Eleven die in ""Stranger Things: Season 5""?",,80824835.00196,68403617023928319391393106546921684553483543294700440401405462140878184745736,1766534410,0.5,0.0,ABSTAIN,0.0,0.0,,,13,14
558941,0x9be56371f6a29d12769b2f196847ee825b9585ebb8bfa042136be031b081eba1,will-netherlands-win-the-2026-fifa-world-cup-739,Will Netherlands win the 2026 FIFA World Cup?,,77727053.21317497,55935183786009449883683540312350046975246300613283087403691731856990327029236,1781740828,0.0395,0.0,BUY_NO,0.0395,0.0395,0.04112441436751692,True,13,14
502571,0x70de1b06646805d289744df352ed58b5612fafb3d0322e483243c32cb110f8a7,will-trump-launch-a-coin-before-the-election,Will Trump launch a coin before the election?,,76899060.598799,104468264438118085465761163263611745362235161579898771567536629365715258090512,1728172802,0.315,1.0,BUY_NO,-0.685,-0.685,-1.0,False,13,14
1162940,0x306d10d4a4d51b41910dbc779ca00908bd917c131541c5c42bbbc736258d2d56,us-forces-enter-iran-by-march-31-222-191-243-517-878-439-519,US forces enter Iran by March 31?,,73927762.4785615,42750054381142639205639663180818682570869285140532640407891991570656047928885,1774310434,0.205,0.0,BUY_NO,0.205,0.205,0.2578616352201258,True,6,14
