event_id,resolved_family,independence_cluster_id,adjudication_state,adjudication_reason
556033,FDA_FINAL_PDUFA_DECISION,8418fde49ea1d74d15b76d92,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
555980,FDA_FINAL_PDUFA_DECISION,01f84828dad3fa3d86782667,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
382447,FDA_FINAL_PDUFA_DECISION,821fe6553e4b76ebf34109ce,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34552,FDA_FINAL_PDUFA_DECISION,037fcc2fb089b154b83d19f8,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
431125,FDA_FINAL_PDUFA_DECISION,a977ce071a9cb995762158d4,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
652097,FDA_FINAL_PDUFA_DECISION,c5f192cc783a1274f847fd93,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34565,FDA_FINAL_PDUFA_DECISION,7a131f1a7b2818c024c6e035,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34570,FDA_FINAL_PDUFA_DECISION,1de2125d996966dfebb09651,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
503876,FDA_FINAL_PDUFA_DECISION,89fdecc973cbcb19b3ef8a50,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
652095,FDA_FINAL_PDUFA_DECISION,818f7dfd896e0b83ec875468,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
400511,FDA_FINAL_PDUFA_DECISION,6fb78d0f5abcd97188c3fa82,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
652131,FDA_FINAL_PDUFA_DECISION,1e2a4079673de87ed521fc98,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
652185,FDA_FINAL_PDUFA_DECISION,9ff1d6c9de38da03568a2098,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
652233,FDA_FINAL_PDUFA_DECISION,eee75fa3c7e012b49eea89c8,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
158107,FDA_FINAL_PDUFA_DECISION,4258b42a8a85eb947a824b57,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
4334,FDA_FINAL_PDUFA_DECISION,b751a2077b707d6b1da492b9,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34549,FDA_FINAL_PDUFA_DECISION,324ef196a3019ff47e31cc99,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
4694,FDA_FINAL_PDUFA_DECISION,26d17ec5ba68026a20d00351,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
400481,FDA_FINAL_PDUFA_DECISION,8063eb9a98b99f78d4f08153,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
556116,FDA_FINAL_PDUFA_DECISION,2d8512750cbc369052792ac9,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34548,FDA_FINAL_PDUFA_DECISION,672399543a8a2bd7c91eb35c,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34547,FDA_FINAL_PDUFA_DECISION,75fb4bf0a523949da39527d8,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
4810,FDA_FINAL_PDUFA_DECISION,bf530d4379bb6e878c8ce409,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
555997,FDA_FINAL_PDUFA_DECISION,9d35f5d8868e4f799a6ed943,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34558,FDA_FINAL_PDUFA_DECISION,9a668ce823b69f5bb6e2c827,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
3720,FDA_FINAL_PDUFA_DECISION,8c138056a95c764c38c6ba97,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
503854,FDA_FINAL_PDUFA_DECISION,a9c4365b3470734963665dd8,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
431116,FDA_FINAL_PDUFA_DECISION,bb2cff0a14f572e623d76151,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
556012,FDA_FINAL_PDUFA_DECISION,a40dfe5684db32af4b03cc3d,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
3018,FDA_FINAL_PDUFA_DECISION,00356d79ff892f0e1b1b8f8c,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34568,FDA_FINAL_PDUFA_DECISION,ffacb1e98220dcb52aefa112,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
27386,FDA_FINAL_PDUFA_DECISION,70774f0eecd8728ddb3e3835,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
3176,FDA_FINAL_PDUFA_DECISION,a8a27d33abac217eb371d683,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
400551,FDA_FINAL_PDUFA_DECISION,79e525561769afe638c56ed9,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
26351,FDA_FINAL_PDUFA_DECISION,2eeecd66fe059125ab179563,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34571,FDA_FINAL_PDUFA_DECISION,a72bcf52b038db22d13b3aa0,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
382885,FDA_FINAL_PDUFA_DECISION,f32bb471ec5aca6c5127ed95,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
482084,FDA_FINAL_PDUFA_DECISION,8a0ab89b1572565bfeb139a4,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
27387,FDA_FINAL_PDUFA_DECISION,6523e86644a76f0c239613ea,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34566,FDA_FINAL_PDUFA_DECISION,eb744fb5ac5bcb08d81756cb,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34550,FDA_FINAL_PDUFA_DECISION,653defc27c8f22ead4c81d6c,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
652165,FDA_FINAL_PDUFA_DECISION,f53bc1dfd5b2e63b95e23c01,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
5433,FDA_FINAL_PDUFA_DECISION,7066a7e0a64cfe5ffd51e2f5,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
27388,FDA_FINAL_PDUFA_DECISION,36b068fbd76e5c023bfc3606,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34567,FDA_FINAL_PDUFA_DECISION,9ccaebaaa9984404d9f0d628,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34555,FDA_FINAL_PDUFA_DECISION,13573bea9d3f4e7c0931703f,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
400521,FDA_FINAL_PDUFA_DECISION,c63fba74a69f51a0dbe535fb,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34557,FDA_FINAL_PDUFA_DECISION,ad9fc91a8aac71010d648b76,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
556024,FDA_FINAL_PDUFA_DECISION,56d9b577d1fab7ddb625d097,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34560,FDA_FINAL_PDUFA_DECISION,afb28a49f79110128a4abdc1,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
556092,FDA_FINAL_PDUFA_DECISION,7f10a93ec3ed11c01b2b36be,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
34554,FDA_FINAL_PDUFA_DECISION,e846f9de3ffc30112aa11f31,ACCEPT_STRICT_FAMILY,explicit discrete final FDA approval/authorization/PDUFA-type action
27824,FOMC_DECISION,04fe24d34d541afaa576c705,ACCEPT_STRICT_FAMILY,"specific scheduled Fed/FOMC meeting decision, vote, or dissent outcome"
606422,FOMC_DECISION,e07b3a03248326a69a94bd33,ACCEPT_STRICT_FAMILY,"specific scheduled Fed/FOMC meeting decision, vote, or dissent outcome"
34716,FOMC_DECISION,733c77a210a271bd06201a3b,ACCEPT_STRICT_FAMILY,"specific scheduled Fed/FOMC meeting decision, vote, or dissent outcome"
11878,FOMC_DECISION,be1af396dbe19648b2b91d34,ACCEPT_STRICT_FAMILY,"specific scheduled Fed/FOMC meeting decision, vote, or dissent outcome"
162306,FOMC_DECISION,81245b8ad2fa21553b5a11d3,ACCEPT_STRICT_FAMILY,"specific scheduled Fed/FOMC meeting decision, vote, or dissent outcome"
778684,FOMC_DECISION,08b4d9dd4e0f6c9e684d78d8,ACCEPT_STRICT_FAMILY,"specific scheduled Fed/FOMC meeting decision, vote, or dissent outcome"
21255,FOMC_DECISION,3530d13a11a8b19812324155,ACCEPT_STRICT_FAMILY,"specific scheduled Fed/FOMC meeting decision, vote, or dissent outcome"
192022,FOMC_DECISION,204b4b55ca48e53eb96298b6,ACCEPT_STRICT_FAMILY,"specific scheduled Fed/FOMC meeting decision, vote, or dissent outcome"
106884,FOMC_DECISION,38ac7fefee1f13b15e01e0cd,REJECT_FALSE_POSITIVE,broad annual/by-date/month action rather than an unambiguous single scheduled FOMC meeting outcome
770451,FOMC_DECISION,c3ff02beeb9eb4b32f5d71c0,ACCEPT_STRICT_FAMILY,"specific scheduled Fed/FOMC meeting decision, vote, or dissent outcome"
