route_id,source_path,market_key,question_or_title,keyword_hits,condition_id_sample,token_id_sample
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3082,Will the Treasury Department mint the trillion dollar coin by November 5th?,treasury;dollar,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3144,Will annual inflation in the European Union be 5.4% or more in December?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3232,"Will Biden say ""recession"" in his Tuesday remarks on inflation?",inflation;recession,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3279,"NHL: Who will win Flames vs. Oilers, scheduled for May 26, 9:40 PM ET?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3281,"Will the price of a barrel of crude oil be $115 or more on June 24, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3319,Will Joseph Delong announce he’s leaving SushiSwap as CTO before 2022?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3344,Will inflation be 0.6% or more from May to June?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3346,Will weekly jobless claims exceed 385K for the week ending on August 7?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3365,Will inflation be 0.5% or more from February to March?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3388,Will Rudy Giuliani be indicted for a federal crime by August 1?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3427,Will inflation be 0.4% or more from August to September?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3451,Will year-to-year inflation in the European Union be 4.3% or more in October?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3462,"Will the price of a barrel of crude oil be $120 or more on June 9, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3485,Will weekly jobless claims exceed 400K for the week ending on July 31?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3489,Will inflation be 0.4% or more from April to May?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3493,"Will the price of a barrel of crude oil be $120 or more on June 17, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3499,"Will the Canadian ""Emergencies Act"" be revoked by March 7, 2022?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3555,Will annual inflation in the European Union be 7.8% or more in March?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3566,Will the highest corporate tax rate be raised above 21% in 2022?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3569,"Will Hunter Biden be federally indicted by January 6, 2023?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3605,Will weekly jobless claims exceed 720K for the week ending on April 10?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3614,Will “The Suicide Squad” gross more than $37.5M domestically on opening weekend?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3640,NBA: Will the Jazz beat the Pacers by more than 9.5 points in their November 11th matchup?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3653,"Will the price of a barrel of crude oil be $100 or more on July 22, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3681,"Will ‘BlockFi Yield’ become available to US citizens by June 30, 2022?",yield,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3697,"Will the price of a barrel of crude oil be $105 or more on May 26, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3714,"Will the price of a barrel of crude oil be $100 or more on July 18, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3764,Will weekly jobless claims exceed 310K for the week ending on September 11?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3770,Will weekly jobless claims exceed 255k for the week ending on July 23?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3773,Will weekly jobless claims exceed 419K for the week ending on July 24?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3774,"Will a replacement for Jerome Powell as the Fed's chairman be announced by Noon ET, November 29, 2021?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3814,"Will the price of a barrel of crude oil be $100 or more on March 1, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3860,Will U.S. inflation be more than 0.9% from May to June 2022?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3861,"Will Hunter Biden be federally indicted by July 31, 2022?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3865,"Will the price of a barrel of crude oil be $105 or more on June 30, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3869,Will the euro be worth less than the U.S. dollar by July 15?,dollar,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3883,"Will the price of a barrel of crude oil be $110 or more on July 11, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3913,Will inflation be 0.5% or more from September to October 2021?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3935,"Will the price of a barrel of crude oil be $100 or more on August 1, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3939,"NHL: Who will win Avalanche vs. Oilers, scheduled for June 2, 8:00 PM ET?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3946,How much will “Dune” gross domestically on opening weekend?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3973,"NHL: Who will win Avalanche vs. Oilers, scheduled for June 6, 8:00 PM ET?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3992,Will Logan Paul knock down Floyd Mayweather?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,3998,Will weekly jobless claims exceed 364K for the week ending on July 3?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4013,Donald Trump federally charged by February 20th?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4023,Will weekly jobless claims exceed 360K for the week ending on July 17?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4042,Will there be a recession in Q2 of 2022?,recession,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4050,Will the U.S. inflation be 0.7% or more from January to February 2022?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4063,Will US GDP growth be more than 4.9% in Q1 2021?,gdp,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4145,Will weekly jobless claims exceed 375K for the week ending on August 14?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4160,"Will the price of a barrel of crude oil be $105 or more on April 15, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4166,"Will the price of a barrel of crude oil be $110 or more on June 3, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4229,"NHL: Who will win Flames vs. Oilers, scheduled for May 20, 10:30 PM ET?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4239,Will Frog Nation DAO vote to remove Sifu as Wonderland’s treasury manager?,treasury,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4270,"Will a barrel of crude oil close at $100 or more on May 4, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4313,What will US GDP growth be in Q1 2021?,gdp,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4340,"What will the price of $DOT be on November 1, 2021?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4385,Will Lewis Hamilton finish ahead of Max Verstappen in the French Grand Prix?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4401,Will inflation be 0.8% or more from October to November 2021?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4429,NHL: Will the Senators beat the Coyotes by more than 1.5 goals in their March 14 matchup (7.30 PM ET)?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4448,"Will the price of a barrel of crude oil be $100 or more on April 25, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4465,"Will the price of a barrel of crude oil reach $150 by March 25, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4491,"Will Nancy Pelosi, Hillary Clinton, Bill Clinton, or Hunter Biden be charged with a federal crime by October 1?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4504,Will Donald Trump be federally charged by June 1st?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4508,Will weekly jobless claims exceed 260K for the week ending on November 27?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4519,Will weekly jobless claims exceed 373K for the week ending on July 10?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4553,"Will the price of a barrel of crude oil be $115 or more on March 15, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4558,Will Ketanji Jackson Brown receive 53 or more votes in favor of her confirmation to the U.S. Supreme Court?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4585,"MLB: Who will win Chicago Cubs vs. Pittsburgh Pirates, scheduled for May 18, 7:40 PM ET?",rates,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4598,"Will there be 850,000 or more total ETH burned before November 10th, 2021?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4634,"Will the bipartisan infrastructure bill become law by Noon, November 15, 2021?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4638,"MLB: Who will win Colorado Rockies vs. Washington Nationals, scheduled for May 27, 7:06 PM ET?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4662,Will year-to-year inflation in the European Union be 5.2% or more in November?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4666,NFL: Will the Bills beat the Panthers by more than 10.5 points in their December 19 matchup?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4671,"NHL: Who will win Avalanche vs. Oilers, scheduled for May 31, 8:00 PM ET?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4718,"Will Russia expand its number of federal subjects by July 1, 2022?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4755,Will Donald Trump be indicted for a federal or state crime by November 15?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4760,"Will more than 2.25 million people travel through a TSA checkpoint on Friday, October 15th?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4777,Will Canada hold a federal election in 2021?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4782,Will inflation be 0.2% or more from March to April?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4802,"[From Nate Silver] Will there be a federal mask requirement on US domestic flights on November 8, 2022?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4827,Will U.S. inflation be more than 0.7% from April to May 2022?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4833,"Will Russia expand its number of federal subjects by October 1, 2022?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4847,"NBA: Who will win Heat vs. Celtics, scheduled for May 17, 8:30 PM ET?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4899,Will Labor win more seats than the Liberal-Nationals in the 2022 Australian Federal Election?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4938,"Will UST (Terra USD) fall below 90 cents by July 30, 2022?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,4991,Will annual inflation in the USA be 7.0% or more in December 2021?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5035,Will France or Switzerland qualify for the Euro 2020 Quarterfinals?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5040,Will inflation be 0.6% or more from June to July?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5093,NFL: Will the Vikings beat the Bears by more than 4.5 points in their December 20 matchup?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5101,Will U.S. inflation be more than 0.5% from April to May 2022?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5103,Will annual inflation in the European Union be 8.8% or more in May?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5140,"How many more tweets will be on the @mtgreenee account on March 30, 2021?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5142,"Will Cardano ($ADA) break $3 before January 1, 2022?",dollar,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5149,Will weekly jobless claims exceed 650K for the week ending on April 3?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5150,Who will win UFC 264: McGregor vs. Poirier?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5182,Will there be a federal charge filed against Hunter Biden before 2021?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5194,"MLB: Who will win Pittsburgh Pirates vs. Cincinnati Reds, scheduled for May 12, 6:36 PM ET?",rates,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5209,Will Hikaru Nakamura draw 3 or more times during his May 24 FTX Crypto Cup preliminary games?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5228,"MLB: Who will win Los Angeles Dodgers vs. Pittsburgh Pirates, scheduled for May 9, 6:36 PM ET?",rates,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5248,NHL: Will the Blues beat the Oilers by more than 1.5 goals in their December 29 matchup?,oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5260,NFL: Will the Raiders beat the Giants by more than 2.5 points in their November 7th matchup?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5262,"NHL: Who will win Flames vs. Oilers, scheduled for May 18, 9:30 PM ET?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5411,Will the federal minimum wage be $9.50 per hour or higher by April 1?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5527,What will the EU annual inflation be in January 2022?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5549,NBA: February 17th,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5649,NCAA March Madness: March 18,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5741,2022 NBA Playoffs: May 11th,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5753,NHL: April 28th,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5757,What will U.S. inflation be from June to July 2022?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5795,What will the U.S. inflation be from March to April 2022?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5833,NBA: February 14th,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5840,What will the U.S. annual inflation be on January 2022?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5843,What will be the U-3 unemployment rate in January?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5852,When will the next recession happen in the US?,recession,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5890,UFC 277: Who will win - Moreno vs Kara-France,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5900,"Will the price of a barrel of crude oil be $100 or more on August 8, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5938,"Will the price of a barrel of crude oil be $90 or more on August 15, 2022?",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5962,"Will U.S. 30 year Treasury bond yield close above 3% on August 19, 2022?",treasury;yield,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5985,What will U.S. inflation be from July to August 2022?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5987,Will weekly jobless claims exceed 265k for the week ending on August 13?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,5993,"Will the price of a barrel of crude oil be $92.50 or more on August 22, 2022? (OCT 2022 future)",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,6060,Will weekly jobless claims exceed 348K for the week ending on August 21?,unemployment,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,6097,Will the Liberal Party win the most seats in the 2021 Canadian federal election?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,6127,Will LaMelo Ball be the first pick in the 2020 NBA draft?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,6138,"Will the price of a barrel of crude oil be $90 or more on August 29, 2022? (OCT 2022 Future)",oil,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,10041,Pornhub restores access in Texas by March 31?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,10098,Fed Interest Rates: May 2024,fed;fomc;interest rate;rates,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,10118,"Bitcoin above $65,000 on Mar 29?",fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,10152,Feds raid Jay-Z in March?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,10175,Maine's 2nd Congressional District Presidential Election Winner,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,10208,Feds raid Jennifer Lopez by April 15?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,10262,U.S. Recession in 2024?,recession,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,10273,US inflation >0.2% from Feb to March 2024?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,10274,How many Jobs added in April?,payroll,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,10319,US inflation >0.3% from March to April 2024?,inflation,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,10344,Who will advance: Dortmund or Atletico Madrid?,fed,,
MACRO_PM_OR_ETF_EVENT_BACKTEST,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,10483,Fed rate hike in 2024?,fed;fomc;rate hike,,
