path,bytes,sha256
raw/gamma/1937066.json,4863,95bff15790085e80fe26e606138e2e8b38b6c0eef3cbf173f271157374c6b044
raw/gamma/1937070.json,5363,dabf89b28a14b69cde94879f33f998afa1e095a7cb8282fad32a8bb71e3767ee
raw/gamma/1986795.json,5361,b2b66424e7f1397a16f16d061f8b466e7ffa482a6aaa38db548772236f7c908e
raw/gamma/1986797.json,5396,baa16017946ea9826f49265b8839318ab8a4526d0bee47cbc4b644b78b40e6f0
raw/gamma/2003520.json,4824,6a19d7afbe6a00218424f3ca6106ba016d3cfbf7542cab65eb1f1f26df6c5f79
raw/gamma/2003526.json,5669,4f07cbd5c30de9069a31b5db1da5d2d0856a4fb4c963cda9c5e0688dc7cfe1bd
raw/gamma/2003538.json,5349,4752cfe47f0b6657fadaf71f1d5d7c5d5a62880b9c9d47d9588db95dcecf16a7
raw/gamma/2003539.json,5627,c48dfc02f7b4700f9533088f30a1381d4268484d2887364cf74e05f0fe01cc0f
raw/gamma/2003563.json,5379,10081a14d022f59e80d7179d9176efeec151194cab6a598d7e19bba23b3dbf5c
raw/gamma/2039914.json,5441,73303a2fe53df254e29924598c0126be167b76593b06d08a80950e0d4c3c1e20
raw/gamma/2039915.json,4871,b6978840e63aa89022cb5655efa7ba6c3bfba55321aea1d3118af11ec958e638
raw/gamma/2039917.json,5418,239e6e964ec191a84b34e2336106994d34774cbc1799871be9bc387e842d52da
raw/gamma/2039918.json,4855,6ed7f3ed105f5edd7f0b9df3b9802d933a37669bf2d8cb6d3304173f00394644
raw/gamma/2044093.json,4802,f71cdb1fbdc4a6b973c84dc04ae943fe07ccf0898c795bcec5bccd6898f20f20
raw/gamma/2048140.json,5449,6de67e291a78c7687c9347e2e69bd03ee0c4bf3d64bd07d1b50bb20b9cfaf6ad
raw/gamma/2048148.json,4851,6d5129dfe0f10c2c4031b09bfb79c6b0519294df9b1d346ac927284e4a436d8c
raw/gamma/2062032.json,4795,0be5cd4dc97e9cf310ede21eb41d12c008f34259357b8733711320fe9a23f1dc
raw/gamma/2062054.json,5382,e64e7d066ca23fe2355e26047bab8680bb2896f3fdaf8a69627056465d304dbc
raw/gamma/2062068.json,4866,b1520d3ba46534169181c4a71b4f2c7f07d60e25c84b2cc62f5dee58928c6bd7
raw/gamma/2110078.json,4860,8a7755d593cf3d80b9f1923d74b354834baa2a0b788d328078b74fcc8825f140
raw/gamma/2110080.json,4842,ff4ec7e37f52a577294547f405dbb67eb82c51272a9fa73ae469596962019948
raw/gamma/2110084.json,5396,d3cf1b5c1cc5aa4be5cf63f34050a5ebed9899b4b30ebb0a86db5063698f5bdf
raw/gamma/2129328.json,5396,e6143996fe5777a0b61dd6526e9f7d25b0c63174661b2c44a7f785df2c4836e6
raw/gamma/2186408.json,5370,cbea520f07366586c036fc4e812681998185850f655c0662e59c99eadbf15aaf
raw/gamma/2186409.json,4810,12f38702d256f03dbff88c113df01c181d7701ab7a542d00f7bafeaab5d03085
raw/gamma/2312767.json,5405,975eeda6540a1fba63275b149571d3b757bdb848dfde7f717d9e12746e4e25be
raw/gamma/2335543.json,5343,3306b5a08c98f0c243708f31d84045201f22ae59859309119d714cfd1ea38446
raw/gamma/2335601.json,5349,2e08eeeb57365bdd7483a5ad7b40e0dace2a541ab4d446ccdf26800dd5eb93db
raw/gamma/2357788.json,5594,bea6144be26d64243dd3bda63c99da7ce854ba2b4a02e607f44578e867108c68
raw/gamma/2357805.json,4780,cb6abc98e9a8184b37db5619528ca2d904eaee6373063be82bf80dfcd04e3eab
raw/gamma/2387793.json,4785,60b0f527971d51990c1eaef6f989e5886ab58107bbdb48957529583b8d49b054
raw/gamma/2387806.json,5348,b80f6fa785d0be8ad55956f7fd4620b1954ffd603af0cfde3a3b71caf978725f
raw/gamma/2700674.json,5329,aa8919d0692d47c9c02fc483527f89a3d1331e781d2bea19c912cde21bcc5cda
raw/gamma/2745655.json,4853,cf85430d3fbe43bda1abdcceea9ba87e3536680b7e45e7d4a7fbb1a4ce6171d5
raw/gamma/2775485.json,5415,af5eeffb128ec3729cc8d334a763c99031474bd2da42fe816c51ef9911fa35fb
raw/gamma/2775497.json,4794,a545435d4d78807eb630774fbddc9fb266316732dc36eeec12eb3bd100054558
raw/gamma/2866430.json,5416,c90024f8bf24f236bb7ef6029ab338a98bac7fe5ccdac637348076acd4ea1886
raw/gamma/2866596.json,4886,01765b005d14e81d594f554cf6f97baec8f5425be042dc7bc07c1a4bf8f7684b
raw/gamma/2910387.json,5414,96d7db3ae0d5c8b3619ebff9b3e56e683becd64c20da9315f7b062e788aa4dc8
raw/gamma/2941073.json,5359,a63676fea7255b3b9ca69427e2493b9d64bd86e351c1a46d740b91a74a9953c0
raw/gamma/549606.json,4147,8fac5637106672014a062544c20058d056133e502a6c182823b9dd5be4962566
raw/gamma/598111.json,3966,139e347a7bdb5738dd4e89dd12c75a68c6d3838a0be1a8fd2ffd271b868aa990
raw/gamma/599915.json,3929,7ea6133126b4fab8f87544ee6163e882c0d179faed2a704c348411ed049e4ce7
raw/gamma/613050.json,4996,b868719aff128d2242b696ce2d6c861c16f972f72744f6ed44b63f53c14dedfc
raw/gamma/619556.json,5246,1f87bbd4419fb557aabd04608c4811c397ceb76cc4d55180728febc51ce1e34a
raw/gamma/619984.json,5350,4ac120580378ae9694b1e5bc9f8558397f9a7bcd966a690d44a7f1ce33af9922
raw/gamma/620069.json,4737,89473934d2d6f088ae80813b05f6c34c3ae5fc315a1cfa7f653c7b74c21f3cfc
raw/gamma/627451.json,4806,e4f6f2b368629d055ca5a8eb12028971d030e309f0848067c508d98a47335dc1
raw/gamma/627454.json,5237,477ef3002c94fc168753e4ddc40e3c2e4b1d2130812f679393f733bbe29a9ca1
raw/gamma/627652.json,5232,e58e25a75507c964cd47d7f563b86fabdfa13d1499c4dde3d5a15c8c582a983d
raw/gamma/637869.json,5284,d8720579c815d747133ed3bdd7708acb6bf935084cb6a67a4f7271fa1c39f15a
raw/gamma/637870.json,5240,322f2d7df9e9eb34296dfca0a7199b8e3c738982ffc93351b33daf32bf2f9c50
raw/gamma/637875.json,4749,df4053a9328e07deea146180da606b1d2215a4a28a7124278ec695e4cd2b826b
raw/gamma/637876.json,5252,1c55541cabb750cc153059814316ed7bcb6e1033d35330855f99452f88d2d275
raw/gamma/642124.json,4764,703a8befc22a543f85892f213f67cb72f72b51c117c0b05d4d5a89a081b4f38c
raw/gamma/643022.json,5322,d4f81869cecb8ef6bee26063b0d0f3787abfa28125e05c54d236ace8e5e3852e
raw/gamma/643045.json,4741,35e93cee4c43323795cd037da1cd13699c582b589d1f503cdfef7fe47a3f2281
raw/gamma/647505.json,5234,5b81e2d2af574a3fc0d1ffa5a0f7d4758820a07854ccd4728702f7eef0680e2c
raw/gamma/647818.json,5259,2416db7f7800d22ec2cb0deb1da0613b579e1d0b380749a09d918118206c3aad
raw/gamma/647852.json,5253,071192c7a95110a3f292587bdc553c9f2a724c69d14f7a0e2acedc91e3434cc5
raw/gamma/648376.json,5296,d815e117ca53bcb61f76e451fe5e4146e48a8712da46d63ae22d6fe5b1012975
raw/gamma/655443.json,5229,730be664535171880047ce1fb5f4aa32a3106786fc97d4de664cb74d1754f7d9
raw/gamma/656785.json,5221,a1afbb6d4c95eb10398cbe90bf88cc717c389cc53c9e079bf0a6cfa24ba06ebf
raw/gamma/656808.json,4646,d2f52127696c2adc57d78790bfd822b5074084091f792309fcd99907333d4ec8
raw/gamma/657007.json,5334,5421f736274b5ef9e21bb30c4b8e0e9df6b67a2298b14c6404ac04f37721cf57
raw/gamma/657065.json,5285,c118ba1d15f8d8c437f6c35ab0662ac2aab5bea58f33000eb652e6ad9aaec03f
raw/gamma/657079.json,4731,977d46dbdb65932f29dc9d1dc3705ba3ce0b31f2b547ccc028cb4ccea3489753
raw/gamma/657080.json,5275,064080a72d1300aa509cb7da088245e27ffcd6eb4787c5a79d00ed9a597e02a4
raw/gamma/657445.json,5354,aa4eb0777cfc49e6c3d6f4f885fc70d437fecf6ab81c0a2c02286995c8da8c99
raw/gamma/658487.json,5296,4d9565c19940bdb22392559e8ba924c19a114cf32c675fa21363b7ed13b40a80
raw/gamma/658498.json,4747,a26886bcf57df29a692de75827829cff09446c98f1a05289a040c8c46566237e
raw/gamma/668460.json,5165,ce5f1f7a84b8595a2aa083b80ef5219706eca8079ef38c10acaf8b26972eff2b
raw/gamma/668512.json,5706,8016cf086a61883528b826b0442c68dd75dd040cdd5971338b587828040e68de
raw/gamma/675008.json,5664,32d7fae1fc96f32730c41a0c4c1d5360ac575e5bb4d6ef569c6101afc5d13429
raw/gamma/675497.json,5174,59a0457897af4ff84ca68930f4b16dc7722a050d96774ecc8674cfa0d02b067d
raw/gamma/675504.json,5439,217eb078067fd5c1729cbdb6fdbffed2aabbb38ca67f5548b6a75b39e7f7da1f
raw/gamma/675507.json,5636,1b0685d6856f3675626f0f1ffe07b46a9eaeadd312bddc7565d8c7e2605223a3
raw/gamma/675540.json,5717,8d9e736b99492f6df16c2a4664c8cad9d285960466500028dcc9775cca834f59
raw/gamma/696263.json,5769,c5d427bdfd792af97131993eec71671fd71a80c2d488cb8e6663f0cd52add048
raw/gamma/697446.json,5717,e55d1a387d4a5a2fbd02880223341e6af5384be503dcd1f237b3d60734a26553
raw/gamma/697463.json,5174,428a4c6b8efb84072a99bcd65792f5836b6514094ac67606113964c6706da541
raw/gamma/701955.json,5196,18f31cb73a12227ee5279d73d853e748030d4909b5090f92d9341bef5529e2c7
raw/trades/1125126.jsonl.gz,34136,ae696f920c1803231da9c2de4ea090327e1cee639c06fe4cdf8418be062a0f7d
raw/trades/1139951.jsonl.gz,20643,1b2acb51aa5cba7f988645fdf690637a880f0b87f66bb31886301fb1ca41fa15
raw/trades/1175892.jsonl.gz,39514,bef39cb08725134d5fb637c8f2de5d593d960c4fd8c89e9da3567c38cce9053a
raw/trades/1230454.jsonl.gz,18664,d9f7b3213af9e8348c22b796cd90c41c762d2e3f556fa4182def20a0cb893878
raw/trades/1237795.jsonl.gz,24292,0abaac168c178aa497180b0461c6995614385716ebf51982cdd79d7e4d9102e6
raw/trades/1238099.jsonl.gz,30719,5af621d38409d98403b2c067b25ad1b2564d67ca199b4c70109986fde3d63e1e
raw/trades/1238101.jsonl.gz,22606,f721c7dd972ee1a6a4de9358f82ef25b057e5ff7738b874222292bd4b379a97d
raw/trades/1244920.jsonl.gz,30170,8103afa40305edb91b2f2eaefb20400af87c75e2bb61dea9aa242b7328493f4c
raw/trades/1244935.jsonl.gz,38583,109e133eb35832b74c161f6c5436faa9db06c005381188aff34721ff633cb99a
raw/trades/1254013.jsonl.gz,20393,aee7983af13bfefb198df65c2e47cf17bb15727051966df8d055d1dbc4254d34
raw/trades/1268878.jsonl.gz,45428,1301567e6b9ab3f19dbe7e2071654fd761f0d311603c57619d01a511fc92b374
raw/trades/1280186.jsonl.gz,14289,c944c176434522b77023f3c8e0a98f38f99016cabefd9c473938ebf1086eaaae
raw/trades/1287905.jsonl.gz,39760,6b01a90737e78781f839bb0af1a83764377e6834ce6c09d4e6ffb1ec1576f913
raw/trades/1293041.jsonl.gz,9672,3af787c5c01ab8c29b0f705454392acb95b3b4a79d959cc3ea2341b806fcb43f
raw/trades/1321183.jsonl.gz,11085,fc9ed4232e4044c9de3797e12f9f4df9b9d80ad2bfad5b8e5ce1a5acd5a5cada
raw/trades/1321400.jsonl.gz,11405,ec8498789564f3fe62e3c4f045e2c940f88da24a3b17b5c2cd6a8c9202a7d846
raw/trades/1339788.jsonl.gz,45880,8cecf5f001d84b04e85a977ca74da334589653703ba6c7457841fcf2cacfa17f
raw/trades/1339807.jsonl.gz,27532,7289546c3a533f714e69621757d1a1e0f43fdd4637868cae28cb7738b24eb0fd
raw/trades/1362677.jsonl.gz,11016,c3d70885cf2f99b822f0e6e214a5f8e8be0ec6e05004161b019ff1e871f7defd
raw/trades/1367585.jsonl.gz,22271,c88cf03eeeaf9fbed5dd9acf039ef398e0b7de52f6be9bb39f55b1837593fdc6
raw/trades/1369645.jsonl.gz,68247,79477f0bc3850df5d9ded2384677cf322f0430ebf9b10ca3ffb4e04850c7d9ab
raw/trades/1369646.jsonl.gz,8109,020f3b5ec6c9beaf4b355f1d105c26c6c7620b4116c760d07e1fdad9aa684f24
raw/trades/1369670.jsonl.gz,12508,83c53dab1e328268c623d234c13529c85317fa3b047ee54315d5d29cd6124dc6
raw/trades/1399742.jsonl.gz,10421,b254af8fd3b8f2de666f4f87f91f419f6e23cb771fedda2642b5aa32645c222a
raw/trades/1403526.jsonl.gz,15252,83cb68ea054ca7b1fcb4e0338abdc81098b130e176ad7272288bb5ac9e5535b4
raw/trades/1403853.jsonl.gz,37274,b5be154a500b7b2815fc23977ac0b9de2a3a3faa56649d2e7388ca5903bd6e5f
raw/trades/1421510.jsonl.gz,29355,0646fc500d65cdebacf4547f7fef66f1ac3c08cf38a0ac0a47cad87d240215f1
raw/trades/1421646.jsonl.gz,21257,6c858f108d022337e48c6c4e53420643c759e0402b831cf3774b1503f4f5a678
raw/trades/1486791.jsonl.gz,17344,57e7385909e83f9f37132a13c0d22b20459762067a5de3eb73c6af485b52f223
raw/trades/1494785.jsonl.gz,14723,6ca4e6eb56ffdcc149d5918561e1b99d11b5cdc349742dc6341d7d18119d7cb1
raw/trades/1499778.jsonl.gz,26147,f2712b3b0f3db7e9bc47f7821a5bb1cd42e62b6304323ab739e3795fa2c1c31e
raw/trades/1555635.jsonl.gz,13539,5c6868e484e19aebd08c38fd7df0375d752dfb6f42399c5265d241f7028bc1c6
raw/trades/1735232.jsonl.gz,17344,8820e4aacb7bce137787035ca2db29af997f6a1bb7bc642a3d9baf01f68105f2
raw/trades/1891432.jsonl.gz,15804,c6a910efcb458d0dc38c79c438f5c7bcb3754a2486c7dafc1707326fc7466db4
raw/trades/1921506.jsonl.gz,19549,e02b5c45154250675ecccbd750668e37375274fc358c76734354e3687aa95337
raw/trades/1937066.jsonl.gz,11109,2242311092a31321c598ce98e5a18f30a53a9aaf13d3b81d9d18eb7c6c6f5f09
raw/trades/1937070.jsonl.gz,9466,998e4853206b433051124a50592088208f956f4f0b84b66d4d6356099ca8b21d
raw/trades/1986795.jsonl.gz,3241,d8d4a98ab9fc5e3c27df3b8476600e27a775548a6c78daf9c0ea259bb22ea6c5
raw/trades/1986797.jsonl.gz,15003,36baacf15aa2dca716d89ec13d3c1cff70869ab4021ef1746ac12ceac6cbed04
raw/trades/2003520.jsonl.gz,8376,cb118ef2f4b7d995af6527a094939b6a8b9ee5f0b86db2c7fed0e3baefc45c40
raw/trades/2003526.jsonl.gz,5381,9b1891db6ca7ab3df5a16e3748963751859187ee880b265ee5f4f78e7cb07a23
raw/trades/2003538.jsonl.gz,8641,769ef566ee13d6aba03ef314d547baca7a7fe1466069a56bd250523a33567dc9
raw/trades/2003539.jsonl.gz,7255,a47a40443ac1ddf83d448ac480d33879335a34bc61a6f0e4cc757275856d3b60
raw/trades/2003563.jsonl.gz,9542,f4f34bea355ed46bd1620330390822d894a76241fdfc8d83da0034ebfd107fa8
raw/trades/2039914.jsonl.gz,2866,675458bd75c19fbb900aaddfd76bd0748a09f68271ba955d330fd0fde38bc1fe
raw/trades/2039915.jsonl.gz,6004,94d1dc55d5bba69098260eba628028ee255c87489a0caae3f1df628f7bf20253
raw/trades/2039917.jsonl.gz,7611,0c772680cf99454d8ac9d71e55dabd0dc7c77d5de7c4c17d07143f13da39b598
raw/trades/2039918.jsonl.gz,14063,f39a2bbe706fb84d59fcd0845908e27c7ec0d7a9d07800bf5ddce52d51bdef29
raw/trades/2044093.jsonl.gz,36438,82e8193b4bb2be0632b5d207998b428f38b626ca152c307624d51fbbf7e2cded
raw/trades/2048140.jsonl.gz,12940,ffda43aa2d31e3ff11d6bbcd23df76e6b77aa44dba6ea59e75485a6f37c9030e
raw/trades/2048148.jsonl.gz,3887,f2f9888d54d13137b1efecd818ff256102043d6f635d8713911e7059662142f9
raw/trades/2062032.jsonl.gz,26171,55e3577793b6d8c8e836cb043ba66ce2ab3635de62ff8d185a9f7a3407dffeee
raw/trades/2062054.jsonl.gz,4101,e610ad7887b0cbfa737dc6fe6a68af6d58ceac8236e9f7400124782edfc28e99
raw/trades/2062068.jsonl.gz,5371,f6a5a050fc34614169e27ebd3a0405b41390b837ecae48689e1d9846de8f9259
raw/trades/2110078.jsonl.gz,10849,ff7193ca37ea40fe78e6a7f0a02434bf67aed08ed01ffcb6802240df63c32d9f
raw/trades/2110080.jsonl.gz,7167,9474066dce71bf3088979d5f97859bad1d23e812e4e75c2003aebbb7e65496c5
raw/trades/2110084.jsonl.gz,11988,42fbea67a2db31c4fb4901732afb20b3460cc73d66ced18628a7b3a37ee2a0c1
raw/trades/2129328.jsonl.gz,6101,6f8a951ca112633dfa0c7dcbb6caba03b8d6aa0087e57d17fd41a6f80f69702a
raw/trades/2186408.jsonl.gz,3703,fc5cdaf33673f9a268fc33dd2617623f52173adbcadf6e22606f4e41c71d04f5
raw/trades/2186409.jsonl.gz,5687,508f99802b5740db17586943b29cfd94aa1ea702bf09aab14351446553c31b3f
raw/trades/2312767.jsonl.gz,11175,85e06235a34ccba27bdd22715bffef25f18f68e5111dfb93162295ace0bf7922
raw/trades/2335543.jsonl.gz,5313,24de1a83c186e237a42ac58e16af3083011cfe436aa5bac6eff0a3e33943bcf9
raw/trades/2335601.jsonl.gz,7068,0673856bc63e673e18e2118d0c7c4ff83997d8f7bee6e414c461edd84ce1cc3a
raw/trades/2357788.jsonl.gz,1978,ef339aefc9cf04c90ece5b9aceeac95e55c3a596ebb3251db4cf47ef64084833
raw/trades/2357805.jsonl.gz,1586,7d932b306e0433e997d9878af9c733f5c6b45d67cf1986266326d67efc054116
raw/trades/2387793.jsonl.gz,6563,201e1da758342796b8f438590a32f5b29fbb3bccb62d7ff0acb75b851a1028f0
raw/trades/2387806.jsonl.gz,6658,bac16280a778f6b09fcbd1fc1564a790f8850653266f26bd92264bed89b15531
raw/trades/2700674.jsonl.gz,8070,34f244cbe30ffed9ea4758ce9e43e7bed54e967e063cfc199a7a1dc9c39b61a3
raw/trades/2745655.jsonl.gz,4442,dd4108b740e2cb54aa6a49b7018ca29fa7a76a50b3ee10bbfb86d9a547cecdc3
raw/trades/2775485.jsonl.gz,4530,6797d40499a4a16878edafeb92b25bd9d81d89603388f86d39ac5fa0e2ef4839
raw/trades/2775497.jsonl.gz,2680,ad579c12f1d8bb17f6434c87a307eb2438872b7de98c464cb810362cb705ede9
raw/trades/2866430.jsonl.gz,2835,07825d8a95dfccae177fd4c8606af821dac4b90d4456ea324da8fd454daee9d6
raw/trades/2866596.jsonl.gz,2988,f87eae310d43b0181cb1b75a081efdb5405691f9b88e4e6bcb0967cc22443198
raw/trades/2910387.jsonl.gz,4215,e843feb9ec547824d52f705017b0b60ef9cb73f4d3bffb1f64afc6b08580b180
raw/trades/2941073.jsonl.gz,10745,0eeec6279d9baabf4067580ff8bbc97a127a315bede142e22c01654dd5d11f7a
raw/trades/549606.jsonl.gz,8687,a8e0ef0e8b65ae5b8e7bcf39df076ee404af794a4b6a7ba42ba7f25eb7c26e93
raw/trades/598111.jsonl.gz,27565,2aa973bc4a318d2ae2639b9bdbaa830b7052bb9875a1943cbc9eb4f42c822499
raw/trades/599915.jsonl.gz,10690,6d3a5eca4fefc65fddbfee8efa41e02ac19a6b9262938aff8e77dd0f41cdd1fb
raw/trades/613050.jsonl.gz,35252,33676d7308383967ea7d84430b748320c0e6a7775f82b5cdacdc3be90cb43a7c
raw/trades/619556.jsonl.gz,40565,4a9f7656c5bdc7e7b978c6900837213aba92d75bd871463184ca5b0eb76dd078
raw/trades/619984.jsonl.gz,15571,4c4801fcd4e12fb1b7b72fcefac1c09877aaf2ae977ba5a0293791cf5c82e04b
raw/trades/620069.jsonl.gz,14942,6bfcec869ba731d51a5ada5e23180955e24df07b1db72cd0b65660ca0b4a09d3
raw/trades/627451.jsonl.gz,34076,1bb808f05676518afce5b99ef758da493c0f230df0af956d59fc31d0b3cdb9ab
raw/trades/627454.jsonl.gz,14248,cf5464dc36078cd511d3abe5498fd9ce1f79beaeaf74608fe8c8d0958fa4ece4
raw/trades/627652.jsonl.gz,12773,3e6acc06bd8e82028902433694a18a2d828e705f94a67d4d8cd08d10f0ccfad6
raw/trades/637869.jsonl.gz,30127,488b207fdf3111098c18e0f30361bcd10ef987085e10565e84e56e09a3d398fc
raw/trades/637870.jsonl.gz,8137,c784c53956bc02ddb76d4bc590d5c61f9019b56e5d335504a6a63ceb28fe54e3
raw/trades/637875.jsonl.gz,35848,021c6ce1560cdc68e7f25a0966656e72d121578d855bd620fcaec5f3141cab37
raw/trades/637876.jsonl.gz,10866,3826dc9e526b727f47e2d3b3842ffdb222c975075384da42dffd5e62e7a1c751
raw/trades/642124.jsonl.gz,13023,04d0d62de581829b93a6cc9a21655a9f0018b3bd8454896280409da99c2092b8
raw/trades/643022.jsonl.gz,19761,86c4ad010882874a347f66266618461b0a1a689ab716701c2cbc9fc4ff246b6b
raw/trades/643045.jsonl.gz,26628,b2291c20d2717ce91d4c0de8685361469d2faebcfa59ac99be77a1490c32fa03
raw/trades/647505.jsonl.gz,32002,18f74f91d9fcebb9eea2caba84f5520c19f0f519893a288576db7008881d19f1
raw/trades/647818.jsonl.gz,10351,b38f51f0094c26b1345b4db37a9b58a1b12a2ad16cec97c103d0a042c17edd79
raw/trades/647852.jsonl.gz,12505,a8b427cb1f14df671446bc3947d76a41bf487e34ed7030a0bc060e06f2533c73
raw/trades/648376.jsonl.gz,19008,04e5cedb78e9ad241464b075bc2c0e0d15de24ce46c15296f80f43c272239546
raw/trades/655443.jsonl.gz,8399,0bcca5583fecf12e531bef7ad62eb58acd9bcd46a4e8b59e99f7f27c33dfa122
raw/trades/656785.jsonl.gz,27987,6085445510296c6e2be812f2bb93a31141ccf21a1a90d38d046e4438ef880538
raw/trades/656808.jsonl.gz,14793,a88b73e7cad2b19a4888c755bd189730769a20384b51d672f7873fe53798cc58
raw/trades/657007.jsonl.gz,20999,8511ebfeaff5d46dfb9f9873cb1b368fba4eadc87854f468f046388291feb68d
raw/trades/657065.jsonl.gz,8306,ea90cf9bc3d0db9562dbb4eda2466d83b47477b656675087f7ea5bc51571aafc
raw/trades/657079.jsonl.gz,14723,06e1e4c5be06cfff0843b54681015f38df2f7cd7e58297588115609cd93cfe49
raw/trades/657080.jsonl.gz,27654,1bce876464b945f8cdaef0ab41568b2d85135f9b7a601c70060e9562a1055420
raw/trades/657445.jsonl.gz,48858,f337685256fcd052197695c1dfe77dcae78816d19c47f9e977229539c1c26619
raw/trades/658487.jsonl.gz,11271,7aade577c7e18999bd9330caea4442b01f9a169d556b1799506253f393075ffa
raw/trades/658498.jsonl.gz,20503,52295e003767d7189f81fcb24f4ff6e18c5b4e89cae83243fa854693f7099bec
raw/trades/668460.jsonl.gz,95850,65724ce81b5953d70821bf983cfcb1e778642b60b18c88d679ed6a43490157d5
raw/trades/668512.jsonl.gz,27167,5bea311685e37bdbb53db4c2d0db89b580c64b2036842c9cbc89f1e6b047ee27
raw/trades/675008.jsonl.gz,36240,14a70c87983cd0fb6cc0d8a90e6847cca212d40e9a1dcc5c2c2f71c8bd92351c
raw/trades/675497.jsonl.gz,16375,dc0670c54bba4057ef3e3a3362ac1d13d482e006cf318853ee444c821ffb7d55
raw/trades/675504.jsonl.gz,371182,e0bc028e65189b2c8a676fec6ff8a4047e248df66ad04efecdbfec5060afe398
raw/trades/675507.jsonl.gz,37558,91caba54946bcc3ecd2d0f959184dd94c309cadd9b8d5a96a8b31e6c629047d8
