id,name,sector,official_website,source_name,source_url,status,created_at,updated_at
98,Meu Vista,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
99,Cosmos 3D,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
100,Consulte GEO,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
101,Precifica,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
102,BRINTA,UNKNOWN,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
103,Certdox,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
104,Alephee,Mobilidade Urbana,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
105,Uncover Desenvolvimento de Software,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
106,Instaleap,Logística,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
107,Robbin,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
108,A4 Solutions,Indústria,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
109,Tecspal Technologies,Logística,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
110,Evnts,Entretenimento,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
111,Easy B2B,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
112,Turivius,Direito,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
113,Aluga Mais App,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
114,Agidesk,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
115,Tupi,Energia,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
116,Botnicks,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
117,IOUPIE,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
118,JettaCargo,Logística,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
119,Carbon Free Brasil,ESG,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
120,AmFi Finance,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
121,CargoSnap,Marítimo e Portuário,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
122,Shooju,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
123,netLex,Direito,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
124,Medway,Educação,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
935,Start a petition,(descoberta - QFirst),https://queremoswellhub.com,QFirst Open Search,https://queremoswellhub.com,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
126,Acquaplan,Marítimo e Portuário,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
127,Simpletech,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
128,RHGestor,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
129,Jestor,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
130,SplitC,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
936,Wellz para empresas,(descoberta - QFirst),https://www.wellz.com/pt-br,QFirst Open Search,https://www.wellz.com/pt-br/?utm_campaign=site-wellz&utm_source=banner-wellz&utm_medium=site-wellhub&utm_content=saiba-mais&utm_id=banner-wellz-site-wellhub,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
132,Bondy,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
133,Marvik,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
134,CS Academy,Educação,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
135,Lobby,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
136,Flokzu,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
137,Brokerware,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
937,Wellhub | Sem Fraude,(descoberta - QFirst),https://wellhub.semfraude.online,QFirst Open Search,https://wellhub.semfraude.online/,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
139,Loopt,Marítimo e Portuário,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
140,Food To Save,ESG,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
141,Supply Brain,Indústria,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
142,8D Hubify,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
143,DPOnet,Cibersegurança,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
144,Aravita,ESG,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
145,Hauseful,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
146,Beacon Founders,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
148,maggu,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
149,Qlic,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
150,Vendoor,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
151,Terreno Livre,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
152,MindSelf,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
153,Payface,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
154,Deco.cx,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
155,Just Travel,Entretenimento,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
156,OKA,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
157,Oinc,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
158,Walie Tecnologia,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
159,Maestro ABM,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
938,Quem somos - Gávea Investimentos,(descoberta - QFirst),https://www.gaveainvest.com.br/quem-somos,QFirst Open Search,https://www.gaveainvest.com.br/quem-somos/,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
161,Aegro,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
162,Teddy Open Finance,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
163,Mimoo,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
164,Mention,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
165,Tera,Educação,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
166,FX Data Intelligence,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
167,Viddy,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
168,Doutor Multas,Direito,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
169,Growyx,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
170,Bykonz,Marítimo e Portuário,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
939,Redondo - Estratégia + Design,(descoberta - QFirst),https://redondodesign.com.br,QFirst Open Search,https://redondodesign.com.br/,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
172,Obra Lean,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
173,LandApp,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
174,Adea Grow Tecnologia e Intermediacao S.a.,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
175,Beelog,Logística,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
176,Tenex,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
177,Magis5 Hub,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
178,Ignitia,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
179,Lyga,Educação,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
180,Janis Commerce,Logística,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
181,Openport,Marítimo e Portuário,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
182,SINAI,ESG,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
183,ROIT,Direito,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
184,Adiante Recebíveis,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
185,PagBrasil,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
186,Nexforce,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
187,ALLUGG,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
188,Dcifre,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
189,Vlab,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
190,MasterTrack,Logística,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
191,MODULAR RENTAL COMPANY,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
192,Tidewise,Marítimo e Portuário,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
193,Giro Pagamentos,Mobilidade Urbana,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
194,MadeinWeb,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
940,Política de Privacidade - TaOn | TaOn,(descoberta - QFirst),https://www.taon.app/privacy,QFirst Open Search,https://www.taon.app/privacy,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
197,KarHub,Mobilidade Urbana,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
198,Avatar da Saúde,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
199,Umanni,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
200,Fluna,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
202,Veeries Inteligência em Agronegócio,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
203,Doctari,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
204,Proesc,Educação,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
941,Celero: o 1º BFM White Label do Brasil preparado para o Open Finance,(descoberta - QFirst),https://celero.com.br,QFirst Open Search,https://celero.com.br/,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
206,mevuelo,Entretenimento,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
942,Área Local,(descoberta - QFirst),http://www.arealocal.com.br,QFirst Open Search,http://www.arealocal.com.br,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
208,Yooga,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
209,Technomar,Marítimo e Portuário,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
210,iPORT,Marítimo e Portuário,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
211,Pix Force,Indústria,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
212,Dootax,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
213,Wellbe,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
943,"GDPR Cookie Compliance – Cookie Banner, Cookie Consent, Cookie Notice for CCPA, EU Cookie Law – WordPress plugin | WordPress.org",(descoberta - QFirst),https://wordpress.org/plugins/gdpr-cookie-compliance,QFirst Open Search,https://wordpress.org/plugins/gdpr-cookie-compliance/,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
215,Hidromares,Marítimo e Portuário,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
216,eMercado,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
217,Ouvidor Digital,ESG,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
218,Escavador,Direito,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
944,CNN Brasil | Notícias Ao Vivo do Brasil e do Mundo,(descoberta - QFirst),https://www.cnnbrasil.com.br,QFirst Open Search,https://www.cnnbrasil.com.br/,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
220,Arqgen,Construção Civil,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
945,"Agência Zíriga | Agência Digital de Marketing de Conteúdo e Marketing Digital, Desenvolvimento de Sites, Geração de Tráfego e Soluções Web em geral : Agência Zíriga",(descoberta - QFirst),https://ziriga.com.br,QFirst Open Search,https://ziriga.com.br/,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
222,Clavis,Cibersegurança,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
223,Nocnoc,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
224,Maio Marketing,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
226,Lead energy,Energia,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
228,Clic Health ID,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
229,LogShare Tecnologia,Logística,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
230,Dadosfera,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
231,Improvefy,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
232,Doc4doc,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
233,SmartEnvios,Logística,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
234,a55,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
235,Pin People,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
236,Open Solo,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
237,Datasales,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
238,Tarken,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
239,Incentivar,Varejo,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
240,Sellentt,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
241,Shape Digital,Marítimo e Portuário,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
242,NavalPort,Marítimo e Portuário,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
244,Icrop,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
246,Datafarm,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
247,Grão Direto,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
248,TI Saúde,Saúde,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
249,Connectabil,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
250,IMBR Agro,Agricultura e Pecuária,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
251,Somapay,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
252,Btime,Produtividade,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
253,Stake,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
254,Marlim,Financeiro,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
255,Labora,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
946,Nex Digital,(descoberta - QFirst),https://www.nex.digital/lab,QFirst Open Search,https://www.nex.digital/lab,pending_deep_scan,2026-06-28 03:43:39.704923,2026-06-28 03:43:39.704923
257,Digitalk,Marketing,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
258,Veggly,Entretenimento,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
259,Uppo,Recursos Humanos,,Cubo,https://api.site.cubo.itau/startups?limit=511&page=1,pending_deep_scan,2026-06-28 03:40:06.97744,2026-06-28 03:40:06.97744
